Date/Time,ABF:Zone Mean Air Temperature [C](Hourly),ANTEROOM:Zone Mean Air Temperature [C](Hourly),FREEZER1:Zone Mean Air Temperature [C](Hourly),FREEZER2:Zone Mean Air Temperature [C](Hourly),FREEZER3:Zone Mean Air Temperature [C](Hourly),FREEZER4:Zone Mean Air Temperature [C](Hourly),GUDANG:Zone Mean Air Temperature [C](Hourly),ABF IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ANTEROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly) 
 01/06  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.879920612484959,44617701.30634695,60959764.206310324,32506173.678707037,32873991.594101727,32025308.70840452,32405520.35433913 
 01/06  16:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,16.07532974869727,44541689.21248352,60240529.21272772,32378468.763931327,32751105.993348256,31880919.634983845,32265507.431167718 
 01/06  17:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.254267195161663,44432457.458981365,59401679.68175772,32209182.24294834,32585005.482824262,31697991.46390633,32085389.92282421 
 01/06  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,16.395268949778536,13497996.646194708,2185246.1369592086,31955606.64140185,32332587.45930023,31433258.541278467,31821446.291167054 
 01/06  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.473060247962895,13402365.969061548,1395879.3096738586,31660600.125244655,32034857.97850832,31127856.01280693,31512877.978614528 
 01/06  20:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,16.462527402610885,13305219.73051679,1134052.3015159324,31326142.50675748,31687332.57692,30780126.98210896,31151493.6475575 
 01/06  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.35886537644876,13172889.351675643,976780.7447474741,30956578.667865105,31294020.806823444,30395680.282552782,30742599.72156939 
 01/06  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.207123599661198,13047639.822855935,852878.0529647376,30592097.689830557,30906012.77688592,30017751.086522795,30340492.753365327 
 01/06  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.047134433942784,12945045.80434525,752901.535105198,30218944.16726083,30514226.673183285,29633307.839569032,29936872.834831215 
 01/06  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.895317691203205,12865229.207539424,670046.9637555197,29883152.802726164,30164609.532736644,29288236.484212797,29577529.584882166 
 01/07  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.75568971684607,12803363.066276127,603384.7071157189,29589775.693188272,29861133.06553054,28987020.74838619,29265841.395624407 
 01/07  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.627357227233256,12754830.46245625,547027.7827589929,29282119.01199501,29546082.947460853,28672630.551675327,28943741.1505903 
 01/07  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.508787832087563,12716148.682656042,498120.1510863597,28987496.131852217,29246015.614864137,28372158.827167537,28637552.87881291 
 01/07  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.39732184031945,12683192.026846627,456309.35859170323,28713499.08194936,28967945.122210465,28092713.585752573,28353786.584095515 
 01/07  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.29053057809063,12653930.837469194,418573.2938245052,28464838.618408024,28716190.8710564,27838833.650353584,28096584.12161599 
 01/07  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.187901944138178,12628285.234346252,393695.2035628778,28501743.24160553,28750730.991935413,27870841.08559967,28126018.392522573 
 01/07  07:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.091150662026989,12607597.902370013,436252.21860200475,28755373.779733572,29002938.8040812,28120619.208172865,28374220.4011666 
 01/07  08:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.008910908090789,41475490.82581132,42643397.05033004,29039118.27404464,29290344.797875848,28410000.37427728,28667497.888453037 
 01/07  09:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.968629527449623,42067328.42679181,48621724.28534228,29592787.86639228,29857575.032738842,28991259.796408955,29263364.51597822 
 01/07  10:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,14.995401867151932,42713816.003949136,51945763.16064384,30332654.854509667,30618231.475349084,29777305.537247688,30071890.20893786 
 01/07  11:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.093337659931521,43394076.66744925,54946927.532008745,31105532.220306896,31411630.94492826,30596715.171948876,30913496.89781939 
 01/07  12:00:00,-40.0,4.0,-18.000000000000004,-18.000000000000004,-18.0,-18.0,15.203260582719837,43675260.71150345,56296069.23322705,31427008.15220354,31739147.369527888,30932308.878258202,31255642.576751605 
 01/07  13:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.240880199049487,43643897.17029685,56549605.402308054,31401518.662651096,31704417.168516964,30884846.558121696,31198234.81191108 
 01/07  14:00:00,-40.0,4.0,-17.999999999999996,-18.000000000000004,-18.0,-18.0,15.273565390413218,43654685.82669943,56569339.4880052,31408414.72214102,31709961.354510512,30873807.916531533,31185328.90067311 
 01/07  15:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.40316113545255,43734192.37253061,56547628.92326303,31466438.85960353,31780536.042697147,30929152.973745238,31253283.093878843 
 01/07  16:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.605912756821276,43841274.15875965,56618530.4286023,31545680.044545144,31875628.62611818,31009451.91143211,31349634.323464677 
 01/07  17:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.816265563918455,43899549.95392322,56570321.970963776,31574338.835182182,31916130.26486568,31037310.372921616,31389440.2900943 
 01/07  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.985623388278782,13391100.401314339,1973152.7800131468,31457085.05105094,31804597.61572163,30917565.420523133,31275368.78316994 
 01/07  19:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,16.086969632772973,13315355.488833651,1299542.7591286292,31210940.237646803,31558937.647346925,30666585.222393624,31024648.50026824 
 01/07  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,16.105463791961142,13238952.99821285,1053747.4560826211,30932643.601692878,31273409.005626813,30378219.614972454,30728623.931259677 
 01/07  21:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,16.03411050965195,13122094.858605118,910643.7117802863,30651902.72532891,30974712.644726656,30083910.72067567,30415761.276476763 
 01/07  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.90999702935442,13008683.521459132,808081.4395279223,30353476.44981493,30656684.222242333,29772989.00378161,30084658.076209486 
 01/07  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.775374071409905,12918745.44393182,731540.3441184801,30077971.481606923,30365271.44135364,29487176.376189217,29782460.125189714 
 01/07  24:00:00,-40.0,4.0,-17.999999999999996,-18.0,-17.999999999999996,-18.0,15.649525528464006,12855562.834562559,662466.8119548154,29897410.621925037,30173050.701070394,29298181.877735108,29581414.979105614 
 01/08  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.537214678824094,12810780.293092992,610506.9967748905,29798901.255200367,30066204.65529134,29192964.76148027,29467545.097441986 
 01/08  02:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.000000000000004,-18.0,15.435567278857718,12773800.523234785,567966.6726423407,29698589.58576793,29959812.801770907,29087178.404435247,29355427.180494558 
 01/08  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.343696743289913,12745220.172581488,523539.3275087989,29586789.798756346,29843575.376381744,28971554.991144694,29235174.474774368 
 01/08  04:00:00,-39.99999999999999,4.0,-18.000000000000004,-18.0,-18.0,-18.0,15.257446651068891,12718173.746969448,490660.2289260599,29499980.937893845,29753372.86543659,28881452.19165832,29141512.752165277 
 01/08  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.173906857754176,12691996.532592127,460726.3977256522,29406411.721677672,29657163.707524132,28784843.51918844,29042118.316437908 
 01/08  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.093244075984215,12669074.11652138,441193.0209747878,29383101.806666665,29631805.91048993,28758877.255196728,29013976.546612635 
 01/08  07:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.01717471308678,12651534.028006785,487412.1536248817,29446529.44409361,29694089.906138137,28820782.057985812,29074663.1016196 
 01/08  08:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.954650503132738,41898371.937217705,44562561.67918095,29517038.31006873,29768985.91789285,28899587.501661725,29158179.006787315 
 01/08  09:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.930730153027012,42382040.363029994,50094544.05304842,29940671.311331913,30206260.39594804,29351089.501593724,29624376.670343798 
 01/08  10:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.000000000000004,-18.0,14.96559133444332,42988105.514615946,53328462.20058492,30642958.58273063,30927754.058561668,30095641.795145005,30389693.31074525 
 01/08  11:00:00,-39.99999999999999,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.065620836605648,43625242.688268624,56531722.591153815,31374049.58367975,31677970.246735018,30868594.35485013,31183323.51464444 
 01/08  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.220465341111685,43909282.667523004,57641985.930846624,31685064.440198604,32004201.35399864,31209700.941139333,31540794.252306096 
 01/08  13:00:00,-40.00000000000001,4.0,-18.0,-17.999999999999996,-18.0,-17.999999999999996,15.401233127921001,43936941.27870666,57067549.80160076,31697309.900451854,32024568.3821688,31233423.89508873,31573103.111450717 
 01/08  14:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.000000000000004,-18.0,15.544281701220171,43882599.02217693,56596952.26632993,31632093.849171977,31955931.662373442,31155169.365355536,31490984.854186576 
 01/08  15:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.570661301062996,43692127.82603359,56070929.82882322,31431359.245832767,31740550.402612846,30921054.947277144,31241077.722309 
 01/08  16:00:00,-40.00000000000001,4.000000000000001,-17.999999999999996,-17.999999999999996,-18.0,-18.0,15.532386955004872,43497016.28228162,55349527.67584509,31212705.905100483,31510681.215688284,30673098.792115577,30980940.530710343 
 01/08  17:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.000000000000004,-18.0,15.553622877806623,43392568.48985476,54506074.72950527,31060343.849196933,31360975.775070608,30510897.3645292,30821103.62643548 
 01/08  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.631738058724983,13164260.382606465,1515766.8668569943,30649960.500241783,30955650.786992,30099038.180857822,30414240.74133648 
 01/08  19:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.670066791516867,13084526.629449818,1093084.4820233977,29994647.375722997,30296028.51378543,29436769.46438139,29747323.752634943 
 01/08  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.627095644836603,13006172.543409638,885325.9731906754,29296163.720585614,29586021.75696632,28723597.75860771,29022028.64315637 
 01/08  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.534827165892834,12922933.322833624,757586.606480085,28992165.276117753,29270432.638546534,28404704.924987797,28690943.568212252 
 01/08  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.428468026251082,12853768.453953356,672956.779644083,28962089.49561185,29231244.175494194,28362321.6058392,28638951.342076313 
 01/08  23:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,15.32526436170015,12801024.917809863,611826.9901101057,28951464.98582502,29213898.684523933,28342387.60060405,28611914.514751047 
 01/08  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.232127261582628,12762674.274415433,566854.2301573703,28958628.067050584,29216200.417859524,28342911.840205714,28607296.104588944 
 01/09  01:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.148436952096993,12735079.776622867,532412.8690609633,28944794.919319794,29198836.20565773,28324408.786624484,28585057.3987683 
 01/09  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.073679828450992,12715608.208430335,506275.90920753154,28944642.918544315,29196114.89428301,28321118.52041088,28579051.23703917 
 01/09  03:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.006659321672624,12701785.262303978,485802.44285648724,28917471.670063198,29167063.391584612,28291832.00935613,28547778.77435228 
 01/09  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,14.946102830259399,12691878.794073753,465501.4148473679,28883447.155011233,29131654.80295978,28256392.92197524,28510879.221212856 
 01/09  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.890492090097469,12683560.015999991,427088.02557940385,28843951.131207027,29091114.064163517,28215979.436566915,28469360.25427801 
 01/09  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.835901589106081,12669745.175218228,408250.66607799346,28839316.731519476,29085543.98453714,28209816.96570372,28462182.16878649 
 01/09  07:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.000000000000004,-18.0,14.778573077586692,12650397.095777905,413913.6503991995,28892820.19062653,29138154.767835505,28260915.603733428,28512291.984990723 
 01/09  08:00:00,-40.0,3.9999999999999996,-18.0,-18.0,-18.0,-18.0,14.72390166001963,41410850.73999674,41812749.83173217,28946482.21750523,29191243.606838323,28312170.24238289,28562921.008799784 
 01/09  09:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.68113048456785,41695955.21365676,46091671.54125583,29140265.212375782,29384903.88574919,28504493.734941576,28755138.385288574 
 01/09  10:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,14.659032293089842,41997068.441527784,47719078.61489438,29479449.6004765,29725824.150443938,28849585.889455624,29102205.594093315 
 01/09  11:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,14.680242678876873,42327078.458582796,49323620.36189551,29843566.40240216,30095152.31471737,29231023.52977457,29489472.40438921 
 01/09  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.755389171055855,42596745.767210685,50469803.359862134,30137356.375908263,30396861.043341648,29548504.536930624,29815711.572964966 
 01/09  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.871295513905748,42838655.96523012,51508416.473977506,30404724.69361224,30671954.703789536,29835605.532367796,30111257.76881789 
 01/09  14:00:00,-40.00000000000001,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.001294945726423,43060057.34016185,52477185.510978706,30651770.05578391,30925094.297915317,30093529.655436713,30375707.70188796 
 01/09  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.132538119745512,43091564.26957229,52414560.82107753,30677052.04375648,30955432.679843675,30124179.976679463,30411659.05458458 
 01/09  16:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.251861082666133,43003997.76952169,51771097.011391014,30566156.1293452,30847460.549987573,30015199.863357008,30305711.119418122 
 01/09  17:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.33908654568979,42876595.67004643,51025545.971021965,30417500.552600883,30698460.657721624,29864626.57604628,30154743.583098266 
 01/09  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.382335100189811,13137998.996690605,1451158.2612342911,30209127.617900975,30486873.322209813,29651135.3476557,29937815.861549903 
 01/09  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.37507528532029,13025729.963024165,1018786.6105243152,29965162.41832764,30237659.147721514,29399098.173134148,29680158.686983436 
 01/09  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.326400813442303,12951464.021765208,821249.8110335519,29707214.803488743,29973751.20258303,29129460.510083865,29404102.210766066 
 01/09  21:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.2518066440829,12877239.29016923,700560.421606861,29490998.355576944,29751985.816031672,28901127.361056358,29169764.378472902 
 01/09  22:00:00,-40.00000000000001,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.168235917590152,12814537.879009666,618162.658361402,29290925.2161678,29547412.630869884,28690709.255848873,28954456.080807973 
 01/09  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.08615501972699,12765495.570916425,566783.394860552,29108597.49270104,29361745.123874605,28500205.930804975,28760301.97160851 
 01/09  24:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.009922008071145,12729634.836690517,525600.957481456,28998784.535254475,29249526.106906794,28383987.967634287,28641436.965666994 
 01/10  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.940719880761725,12705805.71399665,475254.4593707196,28906893.916616555,29155869.780955948,28287385.02260063,28542880.323235165 
 01/10  02:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,14.876163576797042,12684405.440272823,454759.8706155866,28823971.955399282,29071607.107689667,28200430.12970748,28454422.671983127 
 01/10  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.813127280661705,12663303.220690314,435211.60161593556,28757364.690193795,29003939.104923036,28129936.06808348,28382724.825195123 
 01/10  04:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,14.754694915343107,12650951.062676469,398967.27356897085,28721417.2083211,28967189.527700994,28091584.783165198,28343470.935848 
 01/10  05:00:00,-40.00000000000001,4.0,-18.000000000000004,-18.0,-18.0,-18.0,14.701414459314122,12640172.029256301,392585.9337005736,28680661.80125248,28925742.432044372,28048816.51012342,28299924.841675587 
 01/10  06:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,14.650597856388613,12629069.2353655,388786.34417963016,28680066.21531923,28924538.526825845,28046122.42901069,28296546.416033037 
 01/10  07:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.604577112115548,12625015.373245575,407527.32750456844,28724425.058702502,28968793.04689119,28089994.07075916,28340288.52210835 
 01/10  08:00:00,-40.0,4.000000000000001,-18.0,-18.000000000000004,-18.0,-18.0,14.567874274328082,41263011.50432922,41119733.283124976,28775508.832890987,29023085.1760725,28146425.584138103,28400150.402102903 
 01/10  09:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.551909144026368,41716455.28020311,46227067.21439512,29168107.722764462,29422811.99578468,28553216.82573855,28814627.069137193 
 01/10  10:00:00,-40.0,4.0,-18.000000000000004,-17.999999999999996,-18.0,-18.000000000000004,14.550664576596438,42240474.09742351,49341468.962788776,29777082.90833331,30036817.788093787,29171400.083673216,29438248.461902086 
 01/10  11:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.6000756396392,42823435.636488445,52103731.123193674,30443046.982216004,30718937.59965887,29868510.547714695,30152666.253026713 
 01/10  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.733625274009455,43162115.614601135,53441468.1285545,30823295.838225067,31120961.727697574,30288535.4319219,30595907.216206465 
 01/10  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.846791013059951,43200522.78341851,53958013.360268496,30873720.015830617,31175373.835977588,30339412.623921957,30650901.386206016 
 01/10  14:00:00,-40.00000000000001,3.9999999999999996,-18.0,-17.999999999999996,-18.0,-18.0,14.944977503713396,43268473.59324032,54209211.31750187,30947312.97430503,31255641.97744588,30401547.766189218,30719467.225564934 
